FIPS,Tract,County,State,measure,value
16035940002,Census Tract 9400.02,Clearwater County,Idaho,Gini Coefficient,0.4216
16035970100,Census Tract 9701,Clearwater County,Idaho,Gini Coefficient,0.4078
16037960200,Census Tract 9602,Custer County,Idaho,Gini Coefficient,0.3954
16039960100,Census Tract 9601,Elmore County,Idaho,Gini Coefficient,0.4879
16039960201,Census Tract 9602.01,Elmore County,Idaho,Gini Coefficient,0.407
16039960202,Census Tract 9602.02,Elmore County,Idaho,Gini Coefficient,0.4013
16039960300,Census Tract 9603,Elmore County,Idaho,Gini Coefficient,0.416
16039960401,Census Tract 9604.01,Elmore County,Idaho,Gini Coefficient,0.4265
16039960402,Census Tract 9604.02,Elmore County,Idaho,Gini Coefficient,0.3777
16039960500,Census Tract 9605,Elmore County,Idaho,Gini Coefficient,0.3279
16041970100,Census Tract 9701,Franklin County,Idaho,Gini Coefficient,0.3814
16041970200,Census Tract 9702,Franklin County,Idaho,Gini Coefficient,0.4543
16043970100,Census Tract 9701,Fremont County,Idaho,Gini Coefficient,0.3462
16043970200,Census Tract 9702,Fremont County,Idaho,Gini Coefficient,0.4834
16043970301,Census Tract 9703.01,Fremont County,Idaho,Gini Coefficient,0.3685
16043970302,Census Tract 9703.02,Fremont County,Idaho,Gini Coefficient,0.3785
16045960100,Census Tract 9601,Gem County,Idaho,Gini Coefficient,0.3519
16045960200,Census Tract 9602,Gem County,Idaho,Gini Coefficient,0.3498
16045960301,Census Tract 9603.01,Gem County,Idaho,Gini Coefficient,0.4807
16045960302,Census Tract 9603.02,Gem County,Idaho,Gini Coefficient,0.5434
16047960101,Census Tract 9601.01,Gooding County,Idaho,Gini Coefficient,0.4448
16047960102,Census Tract 9601.02,Gooding County,Idaho,Gini Coefficient,0.4269
16047960201,Census Tract 9602.01,Gooding County,Idaho,Gini Coefficient,0.4091
16047960202,Census Tract 9602.02,Gooding County,Idaho,Gini Coefficient,0.4286
16049940000,Census Tract 9400,Idaho County,Idaho,Gini Coefficient,0.4515
16049960100,Census Tract 9601,Idaho County,Idaho,Gini Coefficient,0.3648
16049960201,Census Tract 9602.01,Idaho County,Idaho,Gini Coefficient,0.3752
16049960202,Census Tract 9602.02,Idaho County,Idaho,Gini Coefficient,0.4327
16049960300,Census Tract 9603,Idaho County,Idaho,Gini Coefficient,0.4299
16049960400,Census Tract 9604,Idaho County,Idaho,Gini Coefficient,0.4184
16051960100,Census Tract 9601,Jefferson County,Idaho,Gini Coefficient,0.3974
16051960200,Census Tract 9602,Jefferson County,Idaho,Gini Coefficient,0.4107
16051960301,Census Tract 9603.01,Jefferson County,Idaho,Gini Coefficient,0.3507
16051960302,Census Tract 9603.02,Jefferson County,Idaho,Gini Coefficient,0.3493
16051960401,Census Tract 9604.01,Jefferson County,Idaho,Gini Coefficient,0.2766
16051960402,Census Tract 9604.02,Jefferson County,Idaho,Gini Coefficient,0.4166
16053970100,Census Tract 9701,Jerome County,Idaho,Gini Coefficient,0.4791
16053970200,Census Tract 9702,Jerome County,Idaho,Gini Coefficient,0.4406
16053970300,Census Tract 9703,Jerome County,Idaho,Gini Coefficient,0.3706
16053970400,Census Tract 9704,Jerome County,Idaho,Gini Coefficient,0.4619
16053970501,Census Tract 9705.01,Jerome County,Idaho,Gini Coefficient,0.3182
16053970502,Census Tract 9705.02,Jerome County,Idaho,Gini Coefficient,0.5161
16055000101,Census Tract 1.01,Kootenai County,Idaho,Gini Coefficient,0.5286
16055000102,Census Tract 1.02,Kootenai County,Idaho,Gini Coefficient,0.3821
16055000201,Census Tract 2.01,Kootenai County,Idaho,Gini Coefficient,0.3596
16055000202,Census Tract 2.02,Kootenai County,Idaho,Gini Coefficient,0.384
16055000203,Census Tract 2.03,Kootenai County,Idaho,Gini Coefficient,0.3668
16055000301,Census Tract 3.01,Kootenai County,Idaho,Gini Coefficient,0.3654
16055000303,Census Tract 3.03,Kootenai County,Idaho,Gini Coefficient,0.3767
16055000304,Census Tract 3.04,Kootenai County,Idaho,Gini Coefficient,0.3488
16055000401,Census Tract 4.01,Kootenai County,Idaho,Gini Coefficient,0.4835
16055000402,Census Tract 4.02,Kootenai County,Idaho,Gini Coefficient,0.4121
16055000501,Census Tract 5.01,Kootenai County,Idaho,Gini Coefficient,0.403
16055000502,Census Tract 5.02,Kootenai County,Idaho,Gini Coefficient,0.3517
16055000503,Census Tract 5.03,Kootenai County,Idaho,Gini Coefficient,0.3021
16055000601,Census Tract 6.01,Kootenai County,Idaho,Gini Coefficient,0.4466
16055000602,Census Tract 6.02,Kootenai County,Idaho,Gini Coefficient,0.3841
16055000701,Census Tract 7.01,Kootenai County,Idaho,Gini Coefficient,0.3815
16055000702,Census Tract 7.02,Kootenai County,Idaho,Gini Coefficient,0.3664
16055000703,Census Tract 7.03,Kootenai County,Idaho,Gini Coefficient,0.3924
16055000704,Census Tract 7.04,Kootenai County,Idaho,Gini Coefficient,0.2797
